Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
евангелие,6640,gospel,,N.Neut.Inan,B2,LM,3,евангелиями,Ins.Plur,Неканоническими Евангелиями называют недостаточно достоверные по мнению церкви тексты.,The non-canonical Gospels are texts which are insufficiently credible according to the Church.,,_,внутренний мир,,,
еврей,6641,jew,,N.Masc.Anim,B2,"Golosa, LM",1,евреи,Nom.Plur,Евреи в основном живут в Израиле и США.,Jews mostly live in Israel and in the US.,,_,"люди, путешествие, политика",,,
еврей,6642,jew,,N.Masc.Anim,B2,"Golosa, LM",2,евреев,Gen.Plur,Большинство евреев гордятся своим происхождением.,Most Jews are proud of their origins.,,_,"люди, путешествие, политика",,,
еврей,6643,jew,,N.Masc.Anim,B2,"Golosa, LM",3,евреями,Ins.Plur,Многие известные литераторы были евреями.,Many famous writers were Jews.,,_,"люди, путешествие, политика",,,
еврейка,6644,jewess,,N.Fem.Anim,B2,LM,1,еврейка,Nom.Sing,Я еврейка по материнской линии.,I'm Jewish on my mother's side.,,_,"люди, путешествие, политика",,,
европеец,6645,european,,N.Masc.Anim,B2,LM,1,европейцев,Gen.Plur,Большинство европейцев обеспокоены изменением климата.,Most Europeans are concerned about climate change.,,_,"люди, путешествие, политика",,,
европеец,6646,european,,N.Masc.Anim,B2,LM,2,европейцем,Ins.Sing,"Недавно я познакомился с европейцем, который приехал учиться в Россию.",Recently I met a European who came to study in Russia.,,_,"люди, путешествие, политика",,,
европеец,6647,european,,N.Masc.Anim,B2,LM,3,европейцами,Ins.Plur,Можно ли назвать жителей России европейцами?,Can we call the Russian people Europeans?,,_,"люди, путешествие, политика",,,
египтянин,6648,egyptian,,N.Masc.Anim,B2,LM,1,египтянину,Dat.Sing,Эта кофейня принадлежит моему знакомому египтянину.,This coffee shop belongs to an Egyptian friend of mine.,,_,"люди, путешествие, политика",,,
египтянин,6649,egyptian,,N.Masc.Anim,B2,LM,2,египтянин,Nom.Sing,Меня позвал египтянин и заговорил по-английски.,An Egyptian called out to me and said something in English.,,_,"люди, путешествие, политика",,,
египтянин,6650,egyptian,,N.Masc.Anim,B2,LM,3,египтяне,Nom.Plur,Египтяне стали первыми совершать морские экспедиции.,The Egyptians were the first people to set out on sea expeditions.,,_,"люди, путешествие, политика",,,
египтянка,6651,egyptian,,N.Fem.Anim,B2,LM,1,египтянки,Nom.Plur,Египтянки изобрели особую косметику из натуральных ингредиентов.,Egyptian women invented special cosmetics made from natural ingredients.,,_,"люди, путешествие, политика",,,
единичный,6652,isolated,,A,B2,LM,1,единичными,Ins.Plur,Случаи нарушения запрета были единичными.,Cases of violation of the ban were isolated.,,_,"описание, мера",,,
единичный,6653,isolated,,A,B2,LM,2,единичные,Nom.Plur,"Это не единичные случаи, а тенденция.","These are not isolated cases, but a trend.",,_,"описание, мера",,,
единичный,6654,isolated,,A,B2,LM,3,единичного,Gen.Masc.Sing,Это выходит за пределы единичного случая.,This goes beyond the limits of an isolated incident.,,_,"описание, мера",,,
единомышленник,6655,like-minded person,,N.Masc.Anim,B2,LM,1,единомышленников,Gen.Plur,Я люблю отдыхать в компании единомышленников.,I like to relax in the company of like-minded people.,,_,"внутренний мир, люди, общение",,,
единомышленник,6656,like-minded person,,N.Masc.Anim,B2,LM,2,единомышленники,Nom.Plur,"Мы с ним единомышленники, у нас схожие взгляды на жизнь.",We're like-minded and have the same outlook on life.,,_,"внутренний мир, люди, общение",,,
единомышленник,6657,like-minded person,,N.Masc.Anim,B2,LM,3,единомышленником,Ins.Sing,Говорить с единомышленником очень интересно и приятно.,It's very interesting and pleasant for me to talk with a like-minded person.,,_,"внутренний мир, люди, общение",,,
ёж,6658,hedgedog,,N.Masc.Anim,B2,LM,1,ёж,Nom.Sing,Вдруг на дороге появился ёж.,Suddenly a hedgedog appeared on the road.,,_,животные/растения,,,
ёж,6659,hedgedog,,N.Masc.Anim,B2,LM,2,ежей,Gen.Plur,У морских ежей очень длинные иголки.,Sea urchins have very long spines.,,_,животные/растения,,,
ежемесячный,6660,monthly,,A,B2,LM,1,ежемесячная,Nom.Fem.Sing,Ежемесячная арендная плата выросла.,Rental costs per month have risen.,,_,"время, мера",,,
ежемесячный,6661,monthly,,A,B2,LM,2,ежемесячный,Nom.Masc.Sing,Ежемесячный платёж по кредиту составляет пять тысяч рублей.,The monthly loan payment is 5000 rubles.,,_,"время, мера",,,
ежемесячный,6662,monthly,,A,B2,LM,3,ежемесячного,Gen.Neut.Sing,Молодой семье полагается выплата ежемесячного пособия на ребёнка.,A young family will be paid monthly child support.,,_,"время, мера",,,
еженедельный,6663,weekly,,A,B2,LM,1,еженедельного,Gen.Masc.Sing,Подписчики иллюстрированного еженедельного журнала получали собрания сочинений русских и иностранных писателей.,Subscribers of the illustrated weekly magazine received the collected works of Russian and foreign writers.,,_,"время, мера",,,
еженедельный,6664,weekly,,A,B2,LM,2,еженедельный,Acc.Masc.Sing,Моя бабушка читает еженедельный журнал об астрологии.,My grandma reads a weekly magazine about astrology.,,_,"время, мера",,,
еженедельный,6665,weekly,,A,B2,LM,3,еженедельному,Dat.Masc.Sing,Исследование посвящено еженедельному анализу средств массовой информации.,The study focuses on weekly media analysis.,,_,"время, мера",,,
ёжик,6666,hedgedog,,N.Masc.Anim,B2,LM,1,ёжики,Nom.Plur,На полке в детской стояли игрушечные ёжики.,On the shelf in the playroom there were toy hedgehogs.,,_,животные/растения,,,
ель,6667,fir,,N.Fem.Inan,B2,LM,1,ели,Gen.Sing,Около старой ели сидел чужой пёс.,An unfamiliar dog was sitting next to the old fir tree.,,_,животные/растения,,,
ель,6668,fir,,N.Fem.Inan,B2,LM,2,елей,Gen.Plur,Стоимость искусственных елей зависит от многих вещей.,The cost of artificial fir trees depends on many factors.,,_,животные/растения,,,
ель,6669,fir,,N.Fem.Inan,B2,LM,3,ель,Nom.Sing,"Смотри, какая красивая рождественская ель!","Look, what a beautiful Christmas tree!",,_,животные/растения,,,
жадность,6670,greed,,N.Fem.Inan,B2,LM,1,жадности,Gen.Sing,Он от жадности совсем с ума сошёл.,He went completely crazy with greed.,,_,внутренний мир,,,
жадность,6671,greed,,N.Fem.Inan,B2,LM,2,жадность,Nom.Sing,Жадность людей безгранична.,Human greed is limitless.,,_,внутренний мир,,,
жадность,6672,greed,,N.Fem.Inan,B2,LM,3,жадностью,Ins.Sing,Петя с жадностью ел мясо.,Petya greedily ate the meat.,,_,внутренний мир,,,
жадный,6673,greedy,,A,B2,LM,1,жадным,Ins.Neut.Sing,Ваня с жадным любопытством наблюдал за процессом.,Vanya watched the process with greedy curiosity.,,_,внутренний мир,,,
жадный,6674,greedy,,A,B2,LM,2,жадные,Nom.Plur,Жадные люди пойдут на всё ради денег.,Greedy people will do anything for money.,,_,внутренний мир,,,
жадный,6675,greedy,,A,B2,LM,3,жадного,Anim.Acc.Masc.Sing,Я никогда ещё не видел такого жадного человека.,I've never seen such a greedy person before.,,_,внутренний мир,,,
забивать,6676,beat up,,V,B2,LM,1,забивать,Imperf.Inf,"Петя, ты умеешь забивать гвозди?","Petya, do you know how to hammer in nails?",,_,"жильё, свободное время",,,
забивать,6677,beat up,,V,B2,LM,2,забивала,Imperf.Fem.Sing.Past,Я никогда не забивала гвозди.,I've never hammered in nails.,,_,"жильё, свободное время",,,
забивать,6678,beat up,,V,B2,LM,3,забивают,Imperf.Plur.3,В полуфинале немцы забивают решающий гол.,In the semifinals the Germans scored the decisive goal.,,_,"жильё, свободное время",,,
забронировать,6679,reserve,,V,B2,LM,1,забронировали,Perf.Plur.Past,"Мы забронировали жильё за месяц, чтобы получить скидку.",We've booked an apartment for a month in order to get a discount.,,_,"жильё, путешествие, свободное время",,,
забронировать,6680,reserve,,A,B2,LM,2,забронировано,Neut.Sing,"Саша пытался найти свободный номер, но всё уже было забронировано.","Sasha tried to find a free hotel room, but everything was already booked.",,_,"жильё, путешествие, свободное время",,,
забронировать,6681,reserve,,A,B2,LM,3,забронирован,Masc.Sing,У нас был забронирован столик на троих.,We had a reservation for a table for three.,,_,"жильё, путешествие, свободное время",,,
жалость,6682,pity,,N.Fem.Inan,B2,LM,1,жалость,Nom.Sing,Жалость к себе — неприятное чувство.,Self pity is an unpleasant feeling.,,_,внутренний мир,,Corrected,
жалость,6683,pity,,N.Fem.Inan,B2,LM,2,жалости,Gen.Sing,Я чуть не заплакал от жалости к себе.,I almost cried out of self pity.,,_,внутренний мир,,,
жалость,6684,pity,,N.Fem.Inan,B2,LM,3,жалостью,Ins.Sing,Маша посмотрела на меня с жалостью.,Masha looked at me with pity.,,_,внутренний мир,,,
жара,6685,heat,,N.Fem.Inan,B2,LM,1,жара,Nom.Sing,"Стояла жуткая жара, поэтому я решил искупаться в озере.","It was awfully hot, so I dediced to take a swim in the lake.",,_,"погода, мера",,,
жара,6686,heat,,N.Fem.Inan,B2,LM,2,жары,Gen.Sing,Из-за аномальной жары начали гореть леса.,The forests began to burn due to the abnormal heat.,,_,"погода, мера",,,
жара,6687,heat,,N.Fem.Inan,B2,LM,3,жару,Acc.Sing,В жару надо пить больше воды.,You need to drink more water in the heat.,,_,"погода, мера",,,
жаргон,6688,jargon,,N.Masc.Inan,B2,LM,1,жаргоне,Loc.Sing,"На жаргоне трудно говорить, если его не знаешь.",It's difficult to speak jargon if you don't know it.,,_,общение,,,
жаркий,6689,hot,,A,B2,"Golosa, LM",1,жарко,Adverb,"Здесь слишком жарко, откройте окно!","It's too hot in here, open the window!",,_,"погода, мера",,,
жаркий,6690,hot,,A,B2,"Golosa, LM",2,жаркое,Inan.Acc.Neut.Sing,Мы встретили это жаркое лето на берегу реки.,We experienced the beginning of this hot summer on the bank of the river.,,_,"погода, мера",,,
жаркий,6691,hot,,A,B2,"Golosa, LM",3,жарким,Ins.Masc.Sing,Тот день в Москве выдался жарким.,That day in Moscow was hot.,,_,"погода, мера",,,
железнодорожный,6692,railway,,A,B2,LM,1,железнодорожной,Gen.Fem.Sing,Откуда у него акции железнодорожной компании?,How did he get shares of a railway company?,,_,"путешествие, транспорт",,,
железнодорожный,6693,railway,,A,B2,LM,2,железнодорожного,Gen.Masc.Sing,Я приеду в восемь вечера. Сможешь встретить меня около железнодорожного вокзала?,I will arrive at 8 p.m. Can you meet me near the railway station?,,_,"путешествие, транспорт",,,
железнодорожный,6694,railway,,A,B2,LM,3,железнодорожных,Gen.Plur,Эта компания занимается выпуском железнодорожных вагонов.,This company produces railway cars.,,_,"путешествие, транспорт",,,
железо,6695,iron,,N.Neut.Inan,B2,LM,1,железа,Gen.Sing,Раздался лязг железа.,A clang of iron rang out.,,_,описание,,,
железо,6696,iron,,N.Neut.Inan,B2,LM,2,железо,Acc.Sing,"Куй железо, пока горячо.",Strike while the iron is hot.,,_,описание,,,
железо,6697,iron,,N.Neut.Inan,B2,LM,3,железом,Ins.Sing,Даша пьёт витаминные капсулы с железом.,Dasha takes vitamin capsules with iron.,,_,описание,,,
заваривать,6698,boil,,V,B2,LM,1,заваривает,Imperf.Sing.3,"Пока Лёша заваривает чай, я схожу за сладостями.","While Lyosha is making tea, I'll go get some candies.",,_,еда,,,
заваривать,6699,boil,,V,B2,LM,2,заваривают,Imperf.Plur.3,Англичане заваривают крепкий чай и пьют его с молоком.,The English make strong tea and drink it with milk.,,_,еда,,,
заваривать,6700,boil,,V,B2,LM,3,заваривал,Imperf.Masc.Sing.Past,"В походе я заваривал сладкий чай в термосе, чтобы согреться.",For the camping trip I made sweetened tea in a thermos to warm me up.,,_,еда,,,
жемчуг,6701,pearl,,N.Masc.Inan,B2,LM,1,жемчуга,Gen.Sing,Эти бусы сделаны из настоящего жемчуга.,These beads are made from real pearls.,,_,одежда,,,
жертва,6702,victim,,N.Fem.Inan,B2,"Golosa, LM",1,жертву,Acc.Sing,Не приносите себя в жертву.,Don't sacrifice yourself.,,_,"здоровье, общение",,,
жертва,6703,victim,,N.Fem.Anim,B2,"Golosa, LM",2,жертв,Gen.Plur,"Мне кажется, жертв можно было избежать.",I think that we could have avoided causalities.,,_,"здоровье, общение",,,
жертва,6704,victim,,N.Fem.Inan,B2,"Golosa, LM",3,жертвы,Nom.Plur,В результате штурма здания появились жертвы среди мирного населения.,As a result of the attach on the building there were civilian casualties.,,_,"здоровье, общение",,,
жест,6705,gesture,,N.Masc.Inan,B2,LM,1,жест,Acc.Sing,"Миша сделал жест рукой, приглашая нас сесть за стол.",Dima made a gesture inviting us sit down to table.,,_,общение,,,
жест,6706,gesture,,N.Masc.Inan,B2,LM,2,жестом,Ins.Sing,Петя одним жестом прервал неприятный разговор.,Petya interrupted the unpleasant conversation with a single gesture.,,_,общение,,,
жест,6707,gesture,,N.Masc.Inan,B2,LM,3,жестами,Ins.Plur,Его слова сопровождались энергичными жестами.,His words were accompanied by vigorous gestures.,,_,общение,,,
жесткий,6708,hard,,A,B2,LM,1,жёсткими,Ins.Plur,Действовать жёсткими методами не всегда эффективно.,It's not always effective to use strict methods.,,_,"описание, мера",,,
жесткий,6709,hard,,A,B2,LM,2,жёсткий,Nom.Masc.Sing,Жёсткий диск сломался.,The hard disk drive is broken.,,_,"описание, мера",,,
жесткий,6710,hard,,A,B2,LM,3,жёсткая,Nom.Fem.Sing,В компании действует жёсткая иерархия.,The company has a rigid hierarchy.,,_,"описание, мера",,,
жидкий,6711,liquid,,A,B2,LM,1,жидкая,Nom.Fem.Sing,Под ногами хлюпала жидкая грязь.,Wet mud sloshed under my feet.,,_,"еда, описание",,,
жидкий,6712,liquid,,A,B2,LM,2,жидкого,Gen.Masc.Sing,С утра я выпил чашку дешёвого жидкого кофе.,"In the morning, I drank a cup of cheap weak coffee.",,_,"еда, описание",,,
жидкий,6713,liquid,,A,B2,LM,3,жидкое,Nom.Neut.Sing,На полке в ванной стояло жидкое мыло.,There was liquid soap on the bathroom shelf.,,_,"еда, описание",,,
жизнерадостный,6714,cheerful,,A,B2,LM,1,жизнерадостный,Nom.Masc.Sing,Раздался жизнерадостный смех Пети.,We heard Petya's cheerful laugh.,,_,"внутренний мир, общение",,,
жизнерадостный,6715,cheerful,,A,B2,LM,2,жизнерадостные,Nom.Plur,Жизнерадостные люди вышли на улицу.,The cheerful people went out into the street.,,_,"внутренний мир, общение",,,
жизнерадостный,6716,cheerful,,A,B2,LM,3,жизнерадостной,Ins.Fem.Sing,Я никогда не видела Катю такой жизнерадостной.,I've never seen Katya in such a good mood.,,_,"внутренний мир, общение",,,
жилой,6717,residential,,A,B2,LM,1,жилого,Gen.Neut.Sing,Мэр выделил деньги на ремонт жилого здания.,The mayor of the city allocated money for repair of the residential building.,,_,жильё,,,
жилой,6718,residential,,A,B2,LM,2,жилым,Ins.Neut.Sing,В юридических документах квартиру часто называют жилым помещением.,"In legal documents, an apartment is often called a living space.",,_,жильё,,,
жилой,6719,residential,,A,B2,LM,3,жилых,Gen.Plur,Сейчас развивается строительство многоэтажных жилых домов.,The construction of high-rise apartment buildings is currently expanding.,,_,жильё,,,
жир,6720,fat,,N.Masc.Inan,B2,LM,1,жира,Gen.Sing,"Ты знаешь, как отмыть от жира газовую плиту?",Do you know how to clean away grease from a gas stovetop?,,_,еда,,,
жир,6721,fat,,N.Masc.Inan,B2,LM,2,жир,Nom.Sing,Рыбий жир содержит витамины и полезные жирные кислоты.,Fish oil contains vitamins and healthy fatty acids.,,_,еда,,,
жир,6722,fat,,N.Masc.Inan,B2,LM,3,жиры,Nom.Plur,"Белки, жиры и углеводы необходимы для питания организма.","Proteins, fats and carbonhydrates are essential for our body's nutrition.",,_,еда,,,
жирный,6723,greasy,,A,B2,LM,1,жирная,Nom.Fem.Sing,В этом ресторане слишком жирная пища.,The food in this restaurant is too greasy.,,_,еда,,,
жирный,6724,greasy,,A,B2,LM,2,жирные,Nom.Plur,"У тебя жирные руки, вытри их салфеткой.","Your hands are greasy, wipe them off with a napkin.",,_,еда,,,
жирный,6725,greasy,,A,B2,LM,3,жирную,Acc.Fem.Sing,Я не люблю слишком жирную пищу.,I don't like food that is too greasy.,,_,еда,,,
жительница,6726,resident,,N.Fem.Anim,B2,LM,1,жительницами,Ins.Plur,"Я поговорила с местными жительницами и выяснила, где самая вкусная пицца.",I talked to the locals and found out where the most delicious pizza is.,,_,"жильё, люди",,,
жительница,6727,resident,,N.Fem.Anim,B2,LM,2,жительница,Nom.Sing,Жительница столицы была в шоке от местных обычаев.,A citizen from the capital was shocked by the local customs.,,_,"жильё, люди",,,
жребий,6728,fate,,N.Masc.Inan,B2,LM,1,жребий,Nom.Sing,Жребий выпал лишь избранным.,Fate was kind only to a select few.,,_,внутренний мир,,,
жук,6729,bug,,N.Masc.Anim,B2,LM,1,жуком,Ins.Sing,Фермеры уже давно борются с колорадским жуком.,Farmers have been struggling with the Colorado beetles for a long time.,,_,животные/растения,,,
жук,6730,bug,,N.Masc.Anim,B2,LM,2,жуки,Nom.Plur,Майские жуки очень красивые.,Scarab beetles are very beautiful.,,_,животные/растения,,,
жук,6731,bug,,N.Masc.Anim,B2,LM,3,жуке,Loc.Sing,"Вася приехал к нам на ""жуке"" (машине Volkswagen Beetle).",Vasya came to our place in a Volkswagen Beetle.,,_,животные/растения,,,
журналистика,6732,journalism,,N.Fem.Inan,B2,"Golosa, LM",1,журналистики,Gen.Sing,Даша поступила на факультет журналистики.,Dasha has enrolled at the Department of journalism.,,_,учёба/работа,,,
журналистика,6733,journalism,,N.Fem.Inan,B2,"Golosa, LM",2,журналистику,Acc.Sing,Ты подался в журналистику?,"You started you career in journalism, didn't you?",,_,учёба/работа,,,
журналистика,6734,journalism,,N.Fem.Inan,B2,"Golosa, LM",3,журналистикой,Ins.Sing,"Некоторые люди считают, что журналистикой можно заниматься без образования.",Some people think that you can work as a journalist without any special education.,,_,учёба/работа,,,
журналистка,6735,journalist,,N.Fem.Anim,B2,LM,1,журналистку,Acc.Sing,"Катя раньше училась на журналистку, но бросила университет.","Katya used to study journalism, but she dropped out of university.",,_,"люди, учёба/работа",,,
забастовка,6736,strike,,N.Fem.Inan,B2,LM,1,забастовки,Nom.Plur,Забастовки на транспорте продолжались неделю.,The transport strikes lasted one week.,,_,"политика, учёба/работа",,,
забастовка,6737,strike,,N.Fem.Inan,B2,LM,2,забастовок,Gen.Plur,Мы опоздали домой из-за забастовок.,We got home late due to the strikes.,,_,"политика, учёба/работа",,,
забастовка,6738,strike,,N.Fem.Inan,B2,LM,3,забастовками,Ins.Plur,Владельцы компании продолжают бороться с забастовками рабочих.,The company owners continue to fight against the workers' strikes.,,_,"политика, учёба/работа",,,
завидовать,6739,be jealous of,,V,B2,LM,1,завидовать,Imperf.Inf,Не нужно завидовать чужому успеху.,One shouldn't be jealous of someone else’s success.,,_,внутренний мир,,,
завидовать,6740,be jealous of,,V,B2,LM,2,завидую,Imperf.Sing.1,Как я тебе завидую!,I'm very jealous of you!,,_,внутренний мир,,,
завидовать,6741,be jealous of,,V,B2,LM,3,завидовали,Imperf.Plur.Past,"Многие мне завидовали из-за того, что мне досталась квартира по наследству.",Many people were jealous of me because I inherited an apartment.,,_,внутренний мир,,,
забор,6742,fence,,N.Masc.Inan,B2,LM,1,забор,Nom.Sing,Вокруг нашего дома стоит деревянный забор.,We have a wooden fence around our house.,,_,жильё,,,
забор,6743,fence,,N.Masc.Inan,B2,LM,2,забора,Gen.Sing,Вдоль забора мы посадили несколько кустов рябины.,We planted a few rowanberry bushes along the fence.,,_,жильё,,,
забор,6744,fence,,N.Masc.Inan,B2,LM,3,заборами,Ins.Plur,"Я не знаю, что находится за этими бетонными заборами.",I don't know what's behind these concrete fences.,,_,жильё,,,
забота,6745,concern,,N.Fem.Inan,B2,LM,1,заботы,Gen.Sing,Ему не хватало человеческой заботы.,He didn't get enough human care.,,_,общение,,,
забота,6746,concern,,N.Fem.Inan,B2,LM,2,забот,Gen.Plur,Из-за мелких забот у меня не оставалось времени на хобби.,I didn't have time for hobbies because of all my little worries.,,_,общение,,,
забота,6747,concern,,N.Fem.Inan,B2,LM,3,заботу,Acc.Sing,Спасибо тебе за заботу.,Thank you for your concern.,,_,общение,,,
заботливый,6748,careful,,A,B2,LM,1,заботливых,Gen.Plur,Что бы я делал без таких заботливых родителей?,What would I do wothout such a caring parents?,,_,"люди, общение, описание",,,
заботливый,6749,careful,,A,B2,LM,2,заботливые,Inan.Acc.Plur,Я попала в заботливые руки косметолога Елены.,I wound up in the caring hands of a beautician named ELena.,,_,"люди, общение, описание",,,
заботливый,6750,considerate,,A,B2,LM,3,заботливы,Plur,Мои родители были очень заботливы.,My parents were very considerate people.,,_,"люди, общение, описание",,,
зависть,6751,envy,,N.Fem.Inan,B2,LM,1,зависти,Gen.Sing,Мои подруги просто умерли от зависти.,My friends simply ate their hearts out from jealousy.,,_,внутренний мир,,,
зависть,6752,envy,,N.Fem.Inan,B2,LM,2,завистью,Ins.Sing,Он так и не научился справляться с завистью.,He never learned how to cope with jealousy.,,_,внутренний мир,,,
зависть,6753,envy,,N.Fem.Inan,B2,LM,3,зависть,Nom.Sing,Зависть почти всегда вредит человеку.,Jealousy almost always harms a person.,,_,внутренний мир,,,
заводить,6754,start,,V,B2,LM,1,заводить,Imperf.Inf,Таня очень общительна и любит заводить новых друзей.,Tanya is a very sociable person and loves to make new friends.,,_,"общение, учёба/работа",,,
заводить,6755,start,,V,B2,LM,2,заводит,Imperf.Sing.3,Опять Саша заводит речь о деньгах. Мне это уже надоело.,Sasha has started talking about money again. I'm really fed up with that.,,_,"общение, учёба/работа",,,
заводить,6756,start,,V,B2,LM,3,заводила,Imperf.Fem.Sing.Past,"Я заводила будильник, но он не сработал, поэтому я опоздала в школу.","I set an alarm, but it didn't go off, that's why I was late for school.",,_,"общение, учёба/работа",,,
завоёвывать,6757,conquer,,V,B2,LM,1,завоёвывать,Imperf.Inf,"Было сложно завоёвывать её расположение, но я справился.","It was hard to gain her goodwill, but I managed to do it.",,_,"общение, политика",,,
завоёвывать,6758,conquer,,V,B2,LM,2,завоёвывает,Imperf.Sing.3,Сегодня здоровый образ жизни завоёвывает популярность среди молодёжи.,A healthy lifestyle is gaining popularity among young people.,,_,"общение, политика",,,
завоёвывать,6759,conquer,,V,B2,LM,3,завоёвывали,Imperf.Plur.Past,Наши фигуристы давно не завоёвывали медали на Зимней Олимпиаде.,Our skaters haven't won medals at the Winter Olympics for a long time.,,_,"общение, политика",,,
завещание,6760,last will,,N.Neut.Inan,B2,LM,1,завещании,Loc.Sing,Он упомянул жену и детей в своём завещании.,He mentioned his wife and children in the will.,,_,общение,,,
заворачивать,6761,wrap up,,V,B2,LM,1,заворачивали,Imperf.Plur.Past,Перед новым годом мы всегда заворачивали подарки в золотую бумагу.,We always wrapped gifts in gold paper for the New Year.,,_,"еда, магазин",,,
заворачивать,6762,wrap up,,V,B2,LM,2,заворачивая,Imperf.Gerund,"""Надеюсь, маме понравится наш подарок!"" ― сказал Саша, заворачивая подарок в золотую бумагу.","""I hope mother will like our gift!"" -- said Sasha while wrapping it in gold paper.",,_,"еда, магазин",,,
заворачивать,6763,wrap up,,V,B2,LM,3,заворачивать,Imperf.Inf,"Утром ребята собрались в дорогу. Петя начал заворачивать бутерброды в газету, а Таня налила чай в термос.","In the morning, the guys got ready for their trip. Petya began to wrap sandwiches in newspaper, and Tanya poured tea into a thermos.",,_,"еда, магазин",,,
завязнуть,6764,get stuck,,V,B2,LM,1,завязла,Perf.Fem.Sing.Past,По пути домой наша машина завязла в снегу.,"On the way home, our car got stuck in the snow.",,_,"погода, путешествие",,,
завязывать,6765,bind,,V,B2,LM,1,завязывая,Imperf.Gerund,"Саша бежал, завязывая галстук на ходу. Он опаздывал на собеседование.","Sasha was running, tying his tie on the go. He was late for an interview.",,_,одежда,,,
завязывать,6766,bind,,V,B2,LM,2,завязывала,Imperf.Fem.Sing.Past,Катя завязывала своей дочке бант.,Katya tied a bow on her daughter's head.,,_,одежда,,,
завязывать,6767,bind,,V,B2,LM,3,завязываю,Imperf.Sing.1,"Я всегда очень долго завязываю шнурки, поэтому хочу купить новые ботинки на молнии.","It always takes me a long time to tie shoelaces, that's why I want to buy new shoes with zippers.",,_,одежда,,,
загрязнять,6768,pollute,,A,B2,LM,1,загрязняющих,Imperf.PresentActiveParticiple.Gen.Plur,"Компания сокращает число выбросов, загрязняющих окружающую среду.",The company is reducing the quantity of emissions polluting the environment.,,_,"животные/растения, погода",,,
загрязнять,6769,pollute,,A,B2,LM,2,загрязняющие,Imperf.PresentActiveParticiple.Nom.Plur,"Основные загрязняющие вещества в городе — это вещества, которые выделяет транспорт.",The main pollutants in the city are substances released by transportation.,,_,"животные/растения, погода",,,
загрязнять,6770,pollute,,V,B2,LM,3,загрязняют,Imperf.Plur.3,Транспортные выхлопы загрязняют атмосферу.,Traffic emission pollutes the atmosphere.,,_,"животные/растения, погода",,,
задирать,6771,lift,,V,B2,LM,1,задирая,Imperf.Gerund,"Алёша смотрел на облака, задирая голову.",Alyosha was craning his neck to look at the clouds.,,_,описание,,,
задирать,6772,lift,,V,B2,LM,2,задирает,Imperf.Sing.3,Маша всё время задирает нос.,Masha is always acting too big for her boots.,,_,описание,,,
задирать,6773,lift,,V,B2,LM,3,задирают,Imperf.Plur.3,С нового года многие компании задирают цены на свою продукцию.,Many companies are hiking the prices for their products after the New Year.,,_,описание,,,
завтрашний,6774,tomorrow's,,A,B2,LM,1,завтрашнем,Loc.Masc.Sing,Надо думать о завтрашнем дне.,You should think long-term.,,_,"время, описание",,,
завтрашний,6775,tomorrow's,,A,B2,LM,2,завтрашнего,Gen.Masc.Sing,Я подумаю над твоим предложением до завтрашнего дня.,I'll think over your proposal until tomorrow.,,_,"время, описание",,,
завтрашний,6776,tomorrow's,,A,B2,LM,3,завтрашнюю,Acc.Fem.Sing,Что ты наденешь на завтрашнюю встречу?,What are you wearing for tomorrow's meeting?,,_,"время, описание",,,
задумываться,6777,think,,V,B2,LM,1,задумываться,Imperf.Inf,Недавно я стал задумываться о смене профессии.,Recently I started thinking about changing my profession.,,_,внутренний мир,,,
задумываться,6778,think,,V,B2,LM,2,задумывались,Imperf.Plur.Past,Вы когда-нибудь задумывались о далёком будущем?,Have you ever thought about the distant future?,,_,внутренний мир,,,
задумываться,6779,think,,V,B2,LM,3,задумывался,Imperf.Masc.Sing.Past,Я даже не задумывался о последствиях.,I didn’t even think about the consequences.,,_,внутренний мир,,,
зажигать,6780,light,,V,B2,LM,1,зажигать,Imperf.Inf,"Однажды у нас выключили свет, и мне пришлось зажигать свечи.","The lights went out in our house once, and I had to light some candles.",,_,"жильё, путешествие",,,
зажигать,6781,light,,V,B2,LM,2,зажигала,Imperf.Fem.Sing.Past,"Маша зажигала огонь, но он всё время гас из-за ветра.","Masha made a fire, but it kept going out because of the wind.",,_,"жильё, путешествие",,,
зажигать,6782,light,,V,B2,LM,3,зажигал,Imperf.Masc.Sing.Past,Мой отец любил читать при свете лампы и всегда зажигал настольную лампу.,My dad loved to read books by lamplight and always turned on his desk lamp.,,_,"жильё, путешествие",,,
заинтересовывать,6783,take interest in,,V,B2,LM,1,заинтересовывали,Imperf.Plur.Past,Стихи Владимира Маяковского всегда заинтересовывали публику.,Poems written by Vladimir Mayakovsky always caught the attention of the public.,,_,свободное время,,,
загадочный,6784,mysterious,,A,B2,LM,1,загадочным,Ins.Masc.Sing,Мне так нравится любоваться этим загадочным городом!,I love to admire this mysterious city!,,_,"внутренний мир, описание",,,
загадочный,6785,mysterious,,A,B2,LM,2,загадочный,Nom.Masc.Sing,Из-за угла выглянул загадочный незнакомец.,A mysterious stranger peeked out from behind the corner.,,_,"внутренний мир, описание",,,
загадочный,6786,mysterious,,A,B2,LM,3,загадочна,Fem.Sing,Русская душа загадочна.,The Russian soul is a mysterious thing.,,_,"внутренний мир, описание",,,
